student_id|level|course|grade|major
RLzwCPgdn8j7zxTo|Sophomore|RCE:103|S|Political Science
e1325tMsgpbDg1Xx|Senior|HHP:240|C|Human Physiology
3pHzDOIwTPGk45Hu|Senior|CHEM:399|A|Biochemistry
3pHzDOIwTPGk45Hu|Sophomore|BIOL:141|B-|Biochemistry
3pHzDOIwTPGk45Hu|Junior|PSY:230|A+|Biochemistry
3pHzDOIwTPGk45Hu|Sophomore|CHEM:112|A-|Biochemistry
3pHzDOIwTPGk45Hu|Junior|GRMN:384|B-|Biochemistry
3pHzDOIwTPGk45Hu|Senior|CW:210|A-|Biochemistry
3pHzDOIwTPGk45Hu|Sophomore|CSI:130|S|Biochemistry
3pHzDOIwTPGk45Hu|Sophomore|SPAN:140|A-|Biochemistry
3pHzDOIwTPGk45Hu|Freshman|CINE:183|B+|Biochemistry
3pHzDOIwTPGk45Hu|Senior|BIOC:314|A|Biochemistry
3pHzDOIwTPGk45Hu|Senior|MICR:214|C+|Biochemistry
NLVZp43sSwE8xHZs|Sophomore|SPAN:100|A-|Business
7EVAYtNGmlAOHyFv|Freshman|CHEM:111|C|Biology
7EVAYtNGmlAOHyFv|Sophomore|MUS:116|A|Biology
7EVAYtNGmlAOHyFv|Junior|STAT:101|C|Biology
7EVAYtNGmlAOHyFv|Junior|AMST:107|A|Biology
7EVAYtNGmlAOHyFv|Senior|BIOL:331|A-|Biology
7EVAYtNGmlAOHyFv|Freshman|IBA:104|S|Biology
7EVAYtNGmlAOHyFv|Freshman|CSI:130|S|Biology
7EVAYtNGmlAOHyFv|Sophomore|BIOL:141|A|Biology
7EVAYtNGmlAOHyFv|Junior|PHIL:240|C|Biology
7EVAYtNGmlAOHyFv|Freshman|MATH:100|B|Biology
7EVAYtNGmlAOHyFv|Freshman|HIST:100|C|Biology
7EVAYtNGmlAOHyFv|Sophomore|GEOG:109|B-|Biology
7EVAYtNGmlAOHyFv|Freshman|BME:110|A-|Biology
7EVAYtNGmlAOHyFv|Freshman|CSI:170|S|Biology
7EVAYtNGmlAOHyFv|Freshman|MATH:184|B-|Biology
7EVAYtNGmlAOHyFv|Freshman|IIEP:046|C|Biology
7EVAYtNGmlAOHyFv|Sophomore|BIOL:241|B|Biology
7EVAYtNGmlAOHyFv|Sophomore|RHET:104|B|Biology
7EVAYtNGmlAOHyFv|Freshman|AMST:101|B|Biology
7EVAYtNGmlAOHyFv|Sophomore|SPAN:100|B-|Biology
7EVAYtNGmlAOHyFv|Sophomore|CINE:160|D+|Biology
7EVAYtNGmlAOHyFv|Senior|HHP:110|B+|Biology
7EVAYtNGmlAOHyFv|Sophomore|BIOL:140|B-|Biology
7EVAYtNGmlAOHyFv|Freshman|ESL:413|A-|Biology
7EVAYtNGmlAOHyFv|Freshman|HPAS:101|S|Biology
7EVAYtNGmlAOHyFv|Freshman|CHEM:107|C-|Biology
7EVAYtNGmlAOHyFv|Freshman|ENGL:120|B+|Biology
7EVAYtNGmlAOHyFv|Sophomore|CHEM:222|D+|Biology
7EVAYtNGmlAOHyFv|Junior|CHEM:221|A-|Biology
lW0IaoHyXFJiBRLt|Junior|SPAN:100|B+|Business
r7F8rk3bHnRpqgzA|Sophomore|PSY:260|B|Psychology
r7F8rk3bHnRpqgzA|Junior|PSY:291|C+|Psychology
r7F8rk3bHnRpqgzA|Sophomore|PSY:240|A|Psychology
r7F8rk3bHnRpqgzA|Junior|ECON:280|C|Psychology
r7F8rk3bHnRpqgzA|Sophomore|LLS:108|S|Psychology
r7F8rk3bHnRpqgzA|Junior|ACCT:220|C-|Psychology
r7F8rk3bHnRpqgzA|Senior|HSS:122|C+|Psychology
LqME17tvZooti94n|Sophomore|STAT:202|B|Civil Engineering
LqME17tvZooti94n|Senior|CEE:308|A|Civil Engineering
LqME17tvZooti94n|Junior|CEE:343|A+|Civil Engineering
LqME17tvZooti94n|Freshman|CEE:300|S|Civil Engineering
LqME17tvZooti94n|Sophomore|PHYS:161|C+|Civil Engineering
LqME17tvZooti94n|Freshman|MATH:244|B-|Civil Engineering
4ySEKHWE7TiQRAdy|Freshman|CSI:128|A+|Art
4ySEKHWE7TiQRAdy|Senior|ARTS:142|B|Art
4ySEKHWE7TiQRAdy|Freshman|RHET:103|B|Art
4ySEKHWE7TiQRAdy|Freshman|CSI:160|S|Art
4ySEKHWE7TiQRAdy|Junior|HIST:140|B+|Art
4ySEKHWE7TiQRAdy|Junior|MGMT:200|A|Art
4ySEKHWE7TiQRAdy|Junior|CERM:201|B-|Art
4ySEKHWE7TiQRAdy|Senior|SPAN:140|C|Art
4ySEKHWE7TiQRAdy|Freshman|ARTH:384|C+|Art
4ySEKHWE7TiQRAdy|Senior|ECON:334|C+|Art
4ySEKHWE7TiQRAdy|Freshman|MSCI:140|A+|Art
4ySEKHWE7TiQRAdy|Freshman|THTR:114|B|Art
4ySEKHWE7TiQRAdy|Freshman|EDTL:112|C+|Art
4ySEKHWE7TiQRAdy|Sophomore|ESL:413|A|Art
4ySEKHWE7TiQRAdy|Freshman|ECON:110|C|Art
4ySEKHWE7TiQRAdy|Junior|ARTH:107|A|Art
4ySEKHWE7TiQRAdy|Freshman|ARTS:141|B|Art
4ySEKHWE7TiQRAdy|Senior|DSGN:240|A|Art
4ySEKHWE7TiQRAdy|Sophomore|AMST:106|B|Art
4ySEKHWE7TiQRAdy|Junior|DRAW:231|A-|Art
4ySEKHWE7TiQRAdy|Freshman|ESL:013|C|Art
4ySEKHWE7TiQRAdy|Sophomore|ENTR:200|B|Art
4ySEKHWE7TiQRAdy|Senior|HHP:110|B|Art
4ySEKHWE7TiQRAdy|Freshman|MATH:134|D+|Art
4ySEKHWE7TiQRAdy|Sophomore|ESL:416|B|Art
4ySEKHWE7TiQRAdy|Freshman|MATH:100|B-|Art
5CG0y8pMWbW1MCgs|Sophomore|HPAS:121|S|Civil Engineering
5CG0y8pMWbW1MCgs|Freshman|RHET:103|B-|Civil Engineering
5CG0y8pMWbW1MCgs|Freshman|ESL:410|D|Civil Engineering
5CG0y8pMWbW1MCgs|Freshman|MATH:244|B|Civil Engineering
5CG0y8pMWbW1MCgs|Junior|CEE:446|C+|Civil Engineering
5CG0y8pMWbW1MCgs|Sophomore|MUS:102|A|Civil Engineering
5CG0y8pMWbW1MCgs|Senior|CEE:300|S|Civil Engineering
5CG0y8pMWbW1MCgs|Sophomore|ENGR:274|B+|Civil Engineering
5CG0y8pMWbW1MCgs|Sophomore|ENGR:271|B|Civil Engineering
5CG0y8pMWbW1MCgs|Sophomore|MATH:246|B-|Civil Engineering
J5VK6AlrQXNf0u49|Junior|THTR:230|B+|English
mIOGQQHix2aqEa6p|Senior|POLI:310|B+|Communication Studies
o8xAKXjrTZ1v0XeQ|Senior|ECE:489|B-|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Junior|ECE:333|A|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Freshman|RHET:103|A-|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Freshman|MATH:146|C-|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Sophomore|CS:333|A|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Junior|ENGR:273|B+|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Sophomore|ECE:240|B-|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Senior|ECE:344|B|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Sophomore|ECE:332|C+|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Senior|ECE:488|C+|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Senior|ECE:334|C+|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Senior|ECE:442|A|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Junior|CS:223|B|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Freshman|CW:287|A|Electrical Engineering
o8xAKXjrTZ1v0XeQ|Sophomore|ECON:110|B-|Electrical Engineering
iOpzNK9Efi2UEiLk|Freshman|RHET:103|A-|Biomedical Sciences
9yU3AXdFzCZ2yRSW|Senior|CLSA:374|C|Psychology
9yU3AXdFzCZ2yRSW|Freshman|GEOG:101|D+|Psychology
9yU3AXdFzCZ2yRSW|Sophomore|PSY:281|B-|Psychology
9yU3AXdFzCZ2yRSW|Junior|SOC:142|C+|Psychology
9v3V8yayVa8pGqBP|Freshman|BIOL:114|A|Dance
9v3V8yayVa8pGqBP|Junior|DANC:314|A|Dance
9v3V8yayVa8pGqBP|Junior|COMM:206|A-|Dance
9v3V8yayVa8pGqBP|Senior|DANC:488|A|Dance
9v3V8yayVa8pGqBP|Senior|DANC:222|A|Dance
9v3V8yayVa8pGqBP|Junior|MUS:316|A|Dance
9v3V8yayVa8pGqBP|Freshman|DANC:108|A-|Dance
9v3V8yayVa8pGqBP|Junior|DANC:106|A|Dance
9v3V8yayVa8pGqBP|Junior|ASTR:107|C+|Dance
9v3V8yayVa8pGqBP|Freshman|RHET:103|A-|Dance
9v3V8yayVa8pGqBP|Junior|DANC:303|A-|Dance
9v3V8yayVa8pGqBP|Freshman|JMC:100|A|Dance
9v3V8yayVa8pGqBP|Sophomore|THTR:140|A-|Dance
9v3V8yayVa8pGqBP|Senior|DANC:444|A|Dance
9v3V8yayVa8pGqBP|Sophomore|ASL:200|C+|Dance
9v3V8yayVa8pGqBP|Senior|DANC:403|B+|Dance
9v3V8yayVa8pGqBP|Sophomore|CHEM:112|A-|Dance
9v3V8yayVa8pGqBP|Freshman|DANC:109|B+|Dance
9v3V8yayVa8pGqBP|Senior|DANC:324|A-|Dance
9v3V8yayVa8pGqBP|Junior|POLI:140|B+|Dance
9v3V8yayVa8pGqBP|Freshman|SRM:104|C|Dance
9v3V8yayVa8pGqBP|Freshman|ENGL:120|A-|Dance
9v3V8yayVa8pGqBP|Junior|POLI:110|A-|Dance
A6ytK45xntOdpW5l|Junior|HPAS:113|S|Spanish
A6ytK45xntOdpW5l|Sophomore|CHEM:112|C-|Spanish
A6ytK45xntOdpW5l|Senior|PHYS:141|B|Spanish
A6ytK45xntOdpW5l|Senior|ARTS:101|A|Spanish
A6ytK45xntOdpW5l|Senior|ANTH:100|A-|Spanish
A6ytK45xntOdpW5l|Senior|RCE:419|A+|Spanish
A6ytK45xntOdpW5l|Senior|SPAN:464|B-|Spanish
A6ytK45xntOdpW5l|Sophomore|BIOL:114|B+|Spanish
A6ytK45xntOdpW5l|Sophomore|LSA:104|B|Spanish
nrb5YhS8ASTESdrT|Sophomore|WRIT:160|A|Medicine
niOg1rQ1i4FRQShP|Senior|COMM:208|A+|Political Science
niOg1rQ1i4FRQShP|Senior|ACCT:210|C|Political Science
niOg1rQ1i4FRQShP|Senior|POLI:140|B|Political Science
niOg1rQ1i4FRQShP|Freshman|PHIL:103|A|Political Science
niOg1rQ1i4FRQShP|Senior|ECON:110|B+|Political Science
niOg1rQ1i4FRQShP|Senior|MUS:101|S|Political Science
niOg1rQ1i4FRQShP|Junior|COMM:130|A-|Political Science
niOg1rQ1i4FRQShP|Sophomore|POLI:110|B|Political Science
niOg1rQ1i4FRQShP|Freshman|RHET:103|A-|Political Science
niOg1rQ1i4FRQShP|Senior|PHIL:242|B-|Political Science
niOg1rQ1i4FRQShP|Freshman|CSI:160|AUU|Political Science
niOg1rQ1i4FRQShP|Senior|CHIN:110|B+|Political Science
niOg1rQ1i4FRQShP|Junior|SOC:213|B|Political Science
niOg1rQ1i4FRQShP|Junior|AMST:101|A-|Political Science
niOg1rQ1i4FRQShP|Senior|SOC:101|A|Political Science
niOg1rQ1i4FRQShP|Sophomore|GRMN:100|A|Political Science
niOg1rQ1i4FRQShP|Freshman|EES:108|C+|Political Science
niOg1rQ1i4FRQShP|Senior|CHEM:104|B-|Political Science
niOg1rQ1i4FRQShP|Sophomore|ASTR:107|A-|Political Science
niOg1rQ1i4FRQShP|Freshman|PHYS:120|B|Political Science
niOg1rQ1i4FRQShP|Senior|AMST:108|A|Political Science
niOg1rQ1i4FRQShP|Freshman|SPAN:140|B|Political Science
niOg1rQ1i4FRQShP|Sophomore|POLI:100|A|Political Science
niOg1rQ1i4FRQShP|Junior|ENGL:133|A-|Political Science
niOg1rQ1i4FRQShP|Senior|HSS:238|C+|Political Science
niOg1rQ1i4FRQShP|Senior|SLAV:113|B+|Political Science
niOg1rQ1i4FRQShP|Senior|HPAS:142|S|Political Science
niOg1rQ1i4FRQShP|Freshman|CSI:170|S|Political Science
niOg1rQ1i4FRQShP|Senior|DANC:202|A-|Political Science
niOg1rQ1i4FRQShP|Junior|POLI:330|C+|Political Science
niOg1rQ1i4FRQShP|Sophomore|ENGL:120|A|Political Science
niOg1rQ1i4FRQShP|Junior|MATH:100|D+|Political Science
niOg1rQ1i4FRQShP|Junior|THTR:101|A-|Political Science
niOg1rQ1i4FRQShP|Senior|POLI:341|B|Political Science
VCY7IwGfTXPDMshF|Sophomore|CLSA:201|A-|Ethics And Public Policy
VCY7IwGfTXPDMshF|Freshman|HONR:130|A|Ethics And Public Policy
VCY7IwGfTXPDMshF|Sophomore|POLI:140|A-|Ethics And Public Policy
VCY7IwGfTXPDMshF|Freshman|EES:140|B|Ethics And Public Policy
VCY7IwGfTXPDMshF|Freshman|CSI:160|S|Ethics And Public Policy
VCY7IwGfTXPDMshF|Freshman|HIST:121|A|Ethics And Public Policy
VCY7IwGfTXPDMshF|Freshman|PHIL:103|B|Ethics And Public Policy
VCY7IwGfTXPDMshF|Senior|SOC:102|A|Ethics And Public Policy
VCY7IwGfTXPDMshF|Junior|PHIL:240|A-|Ethics And Public Policy
VCY7IwGfTXPDMshF|Sophomore|CSI:120|A+|Ethics And Public Policy
VCY7IwGfTXPDMshF|Freshman|DPA:100|C|Ethics And Public Policy
VCY7IwGfTXPDMshF|Junior|CRIM:144|A-|Ethics And Public Policy
VCY7IwGfTXPDMshF|Junior|ENGL:120|B+|Ethics And Public Policy
VCY7IwGfTXPDMshF|Freshman|PHIL:140|D+|Ethics And Public Policy
VCY7IwGfTXPDMshF|Freshman|HIST:102|A|Ethics And Public Policy
VCY7IwGfTXPDMshF|Sophomore|SOC:101|A|Ethics And Public Policy
VCY7IwGfTXPDMshF|Sophomore|RHET:103|C|Ethics And Public Policy
VCY7IwGfTXPDMshF|Freshman|POLI:110|D+|Ethics And Public Policy
VCY7IwGfTXPDMshF|Sophomore|SSW:102|B-|Ethics And Public Policy
VCY7IwGfTXPDMshF|Freshman|ENGL:100|A-|Ethics And Public Policy
VCY7IwGfTXPDMshF|Senior|SOC:492|S|Ethics And Public Policy
VCY7IwGfTXPDMshF|Senior|PSY:240|D-|Ethics And Public Policy
VCY7IwGfTXPDMshF|Junior|CW:180|B+|Ethics And Public Policy
VCY7IwGfTXPDMshF|Freshman|MGMT:130|A|Ethics And Public Policy
4l9XmDpCmzuFAZvn|Junior|SPAN:100|B|Business
dxtwL7rg3vpL4H8Q|Senior|ANTH:226|A-|Psychology
dxtwL7rg3vpL4H8Q|Freshman|SPAN:200|B|Psychology
0C3UfPm9FPgvVU4i|Freshman|THTR:230|A-|English
YySm5Kdmqso98qO2|Senior|EDTL:490|B+|Art
YySm5Kdmqso98qO2|Freshman|ENGL:120|B+|Art
YySm5Kdmqso98qO2|Senior|GWSS:131|A-|Art
YySm5Kdmqso98qO2|Freshman|CSI:160|S|Art
YySm5Kdmqso98qO2|Sophomore|WRIT:140|A|Art
YySm5Kdmqso98qO2|Freshman|CLSA:201|A|Art
YySm5Kdmqso98qO2|Sophomore|ENTR:134|B|Art
YySm5Kdmqso98qO2|Freshman|ARTH:106|B|Art
YySm5Kdmqso98qO2|Senior|MATH:138|A|Art
YySm5Kdmqso98qO2|Freshman|ANTH:130|C|Art
YySm5Kdmqso98qO2|Freshman|MATH:184|D|Art
YySm5Kdmqso98qO2|Freshman|RHET:104|C|Art
YySm5Kdmqso98qO2|Sophomore|MATH:134|A-|Art
YySm5Kdmqso98qO2|Senior|ARTH:282|B|Art
YySm5Kdmqso98qO2|Sophomore|STAT:103|B|Art
YySm5Kdmqso98qO2|Freshman|ARTS:141|B|Art
YySm5Kdmqso98qO2|Sophomore|CW:287|A+|Art
YySm5Kdmqso98qO2|Sophomore|IIEP:033|C+|Art
YySm5Kdmqso98qO2|Sophomore|MSCI:140|B|Art
YySm5Kdmqso98qO2|Junior|THTR:424|B-|Art
YySm5Kdmqso98qO2|Freshman|CHEM:107|A-|Art
YySm5Kdmqso98qO2|Senior|PSY:100|B-|Art
YySm5Kdmqso98qO2|Freshman|ESL:416|A|Art
YySm5Kdmqso98qO2|Freshman|ESL:419|B|Art
YySm5Kdmqso98qO2|Freshman|ARTS:142|D|Art
YySm5Kdmqso98qO2|Freshman|MATH:100|C-|Art
YySm5Kdmqso98qO2|Freshman|AMST:340|A|Art
YySm5Kdmqso98qO2|Sophomore|EPLS:300|A+|Art
YySm5Kdmqso98qO2|Junior|RHET:106|A|Art
YySm5Kdmqso98qO2|Freshman|ESL:413|A-|Art
YySm5Kdmqso98qO2|Freshman|RHET:103|C|Art
WjZi1rhpMehYllIW|Sophomore|ARTS:141|A|Art
WjZi1rhpMehYllIW|Sophomore|CSI:128|A|Art
WjZi1rhpMehYllIW|Freshman|DPA:100|A+|Art
WjZi1rhpMehYllIW|Freshman|AMST:340|A|Art
WjZi1rhpMehYllIW|Freshman|HIST:140|C+|Art
WjZi1rhpMehYllIW|Senior|WRIT:140|B+|Art
WjZi1rhpMehYllIW|Sophomore|ANTH:110|B+|Art
WjZi1rhpMehYllIW|Sophomore|CHEM:107|C|Art
WjZi1rhpMehYllIW|Junior|STAT:103|C|Art
WjZi1rhpMehYllIW|Senior|UICB:441|A|Art
WjZi1rhpMehYllIW|Sophomore|ENGL:202|A|Art
WjZi1rhpMehYllIW|Sophomore|CSI:160|S|Art
WjZi1rhpMehYllIW|Junior|PSQF:107|B-|Art
WjZi1rhpMehYllIW|Freshman|ESL:416|B|Art
WjZi1rhpMehYllIW|Freshman|ESL:420|C+|Art
WjZi1rhpMehYllIW|Junior|ARTS:142|A-|Art
WjZi1rhpMehYllIW|Senior|MUS:102|A|Art
WjZi1rhpMehYllIW|Junior|JMC:160|B-|Art
WjZi1rhpMehYllIW|Junior|RHET:103|B+|Art
WjZi1rhpMehYllIW|Senior|THTR:114|D|Art
WjZi1rhpMehYllIW|Sophomore|ARTH:106|A-|Art
WjZi1rhpMehYllIW|Senior|ARTH:282|C+|Art
WjZi1rhpMehYllIW|Senior|CERM:201|A-|Art
WjZi1rhpMehYllIW|Freshman|CSI:102|B|Art
WjZi1rhpMehYllIW|Senior|ARTH:107|B|Art
WjZi1rhpMehYllIW|Freshman|RELS:170|C|Art
WjZi1rhpMehYllIW|Junior|ESL:413|B-|Art
WjZi1rhpMehYllIW|Junior|GWSS:131|D+|Art
WjZi1rhpMehYllIW|Sophomore|MSCI:140|A|Art
WjZi1rhpMehYllIW|Sophomore|ESL:419|B-|Art
WjZi1rhpMehYllIW|Junior|THTR:424|B|Art
WjZi1rhpMehYllIW|Freshman|AMST:106|A-|Art
WjZi1rhpMehYllIW|Senior|ESL:410|A|Art
WjZi1rhpMehYllIW|Sophomore|ARAB:100|A|Art
WjZi1rhpMehYllIW|Sophomore|EDTL:490|A-|Art
WjZi1rhpMehYllIW|Sophomore|CHEM:111|D+|Art
WjZi1rhpMehYllIW|Junior|MTLS:291|B+|Art
WjZi1rhpMehYllIW|Freshman|ESL:013|C-|Art
WjZi1rhpMehYllIW|Freshman|JMC:110|A|Art
WjZi1rhpMehYllIW|Senior|PHYS:120|B-|Art
WjZi1rhpMehYllIW|Junior|EDTL:320|A+|Art
WjZi1rhpMehYllIW|Junior|PNTG:241|A-|Art
WjZi1rhpMehYllIW|Junior|ECON:280|C|Art
WjZi1rhpMehYllIW|Junior|THTR:469|B|Art
WjZi1rhpMehYllIW|Freshman|JMC:240|A-|Art
WjZi1rhpMehYllIW|Freshman|MATH:102|B-|Art
WjZi1rhpMehYllIW|Freshman|PSY:100|C|Art
acyS44V87nQDBM2s|Sophomore|SPAN:100|C|Business
yfzznrbX8NwVhVoX|Freshman|SPAN:100|B+|Business
vT4Gdkzb8C5cOS1h|Sophomore|DANC:104|B+|Health And Sport Sciences
12FMbgIONz3wsx99|Senior|POLI:310|A|Communication Studies
ckE9T4ZQcnI55Ccz|Senior|SSW:372|B|Marketing
ckE9T4ZQcnI55Ccz|Senior|MKTG:410|A|Marketing
ckE9T4ZQcnI55Ccz|Senior|MKTG:424|A|Marketing
ckE9T4ZQcnI55Ccz|Senior|COMM:117|A-|Marketing
ckE9T4ZQcnI55Ccz|Senior|MKTG:310|B|Marketing
ckE9T4ZQcnI55Ccz|Senior|MKTG:330|B+|Marketing
ckE9T4ZQcnI55Ccz|Senior|HPAS:143|S|Marketing
ckE9T4ZQcnI55Ccz|Senior|ARTH:104|A+|Marketing
ckE9T4ZQcnI55Ccz|Senior|MKTG:340|A|Marketing
ckE9T4ZQcnI55Ccz|Senior|MKTG:400|A|Marketing
ckE9T4ZQcnI55Ccz|Junior|ENTR:200|B|Marketing
ckE9T4ZQcnI55Ccz|Senior|ENTR:360|A|Marketing
ckE9T4ZQcnI55Ccz|Junior|ABRD:308|R|Marketing
ckE9T4ZQcnI55Ccz|Senior|CCL:261|A|Marketing
ckE9T4ZQcnI55Ccz|Senior|MKTG:304|S|Marketing
ckE9T4ZQcnI55Ccz|Junior|LEIS:104|B|Marketing
ckE9T4ZQcnI55Ccz|Junior|FIN:300|C|Marketing
ckE9T4ZQcnI55Ccz|Senior|BUS:300|B|Marketing
ckE9T4ZQcnI55Ccz|Junior|ABRD:324|R|Marketing
ckE9T4ZQcnI55Ccz|Senior|MKTG:420|A|Marketing
ckE9T4ZQcnI55Ccz|Senior|DST:110|B|Marketing
ckE9T4ZQcnI55Ccz|Junior|MKTG:300|B|Marketing
ckE9T4ZQcnI55Ccz|Senior|MKTG:430|A-|Marketing
ckE9T4ZQcnI55Ccz|Senior|PSY:260|A|Marketing
ckE9T4ZQcnI55Ccz|Senior|MKTG:440|B|Marketing
ckE9T4ZQcnI55Ccz|Senior|CERM:201|A|Marketing
ckE9T4ZQcnI55Ccz|Junior|MSCI:200|B|Marketing
ckE9T4ZQcnI55Ccz|Senior|ARTH:103|A|Marketing
ckE9T4ZQcnI55Ccz|Senior|MGMT:210|C|Marketing
ckE9T4ZQcnI55Ccz|Senior|POLI:110|A-|Marketing
Hg8CXAl54jiSos2h|Junior|SRM:314|A|Health And Sport Studies
VgZI7tbpJbnTe2eV|Senior|POLI:310|B-|Communication Studies
MHOhE5Hk3nt7QEXZ|Senior|ECON:280|B|Political Science
MHOhE5Hk3nt7QEXZ|Sophomore|POLI:120|B|Political Science
MHOhE5Hk3nt7QEXZ|Freshman|RHET:103|B|Political Science
MHOhE5Hk3nt7QEXZ|Senior|MILS:109|S|Political Science
MHOhE5Hk3nt7QEXZ|Senior|SOC:131|A-|Political Science
MHOhE5Hk3nt7QEXZ|Senior|POLI:410|A|Political Science
MHOhE5Hk3nt7QEXZ|Senior|SPST:107|B|Political Science
MHOhE5Hk3nt7QEXZ|Freshman|POLI:110|B+|Political Science
MHOhE5Hk3nt7QEXZ|Sophomore|HIST:104|A|Political Science
MHOhE5Hk3nt7QEXZ|Junior|SPAN:140|B|Political Science
MHOhE5Hk3nt7QEXZ|Senior|POLI:330|A|Political Science
MHOhE5Hk3nt7QEXZ|Sophomore|POLI:140|C+|Political Science
MHOhE5Hk3nt7QEXZ|Senior|POLI:160|D+|Political Science
MHOhE5Hk3nt7QEXZ|Senior|COMM:181|A-|Political Science
6GysoqlSnfahhJF5|Sophomore|STAT:101|A-|Anthropology
6GysoqlSnfahhJF5|Sophomore|SLAV:143|A-|Anthropology
6GysoqlSnfahhJF5|Junior|SOC:422|C+|Anthropology
6GysoqlSnfahhJF5|Sophomore|HPAS:121|S|Anthropology
6GysoqlSnfahhJF5|Senior|COMM:209|B+|Anthropology
6GysoqlSnfahhJF5|Junior|ANTH:100|A|Anthropology
6GysoqlSnfahhJF5|Senior|ANTH:327|A|Anthropology
6GysoqlSnfahhJF5|Junior|URES:399|R|Anthropology
6GysoqlSnfahhJF5|Senior|ANTH:326|A-|Anthropology
6GysoqlSnfahhJF5|Senior|ANTH:330|A+|Anthropology
6GysoqlSnfahhJF5|Sophomore|ANTH:140|B+|Anthropology
6GysoqlSnfahhJF5|Junior|SPAN:140|C+|Anthropology
dnXwr12fb0bfLeo6|Junior|POLI:310|B+|Communication Studies
Q3KiPMxYyP4PtAkt|Junior|STS:107|B|Business Administration
n43u6OrDqENCZf5A|Sophomore|HHP:240|B|Human Physiology
cNfpDG2bLwXxN3SU|Senior|RSP:211|A|Radiation Sciences
cNfpDG2bLwXxN3SU|Senior|RSMS:320|B+|Radiation Sciences
cNfpDG2bLwXxN3SU|Senior|RSCI:411|B+|Radiation Sciences
cNfpDG2bLwXxN3SU|Senior|RSCT:412|A|Radiation Sciences
cNfpDG2bLwXxN3SU|Junior|RSP:313|A-|Radiation Sciences
cNfpDG2bLwXxN3SU|Senior|RSRT:422|A-|Radiation Sciences
cNfpDG2bLwXxN3SU|Senior|RSCT:411|A+|Radiation Sciences
cNfpDG2bLwXxN3SU|Junior|RSMS:311|B|Radiation Sciences
cNfpDG2bLwXxN3SU|Sophomore|RSP:212|A|Radiation Sciences
cNfpDG2bLwXxN3SU|Junior|RSMS:314|A|Radiation Sciences
yNFsVrJVxcTEW24P|Junior|POLI:310|A|Communication Studies
aZ9svBned7v66R8v|Junior|SRM:314|A-|Health And Sport Studies
sXlQbww8xWKKSpQF|Sophomore|ARTS:142|B+|Art
sXlQbww8xWKKSpQF|Sophomore|ARAB:100|A|Art
sXlQbww8xWKKSpQF|Junior|PSY:100|B+|Art
sXlQbww8xWKKSpQF|Freshman|AFAM:270|A|Art
sXlQbww8xWKKSpQF|Junior|CW:474|A|Art
sXlQbww8xWKKSpQF|Sophomore|ECON:280|C|Art
sXlQbww8xWKKSpQF|Freshman|RHET:103|B|Art
sXlQbww8xWKKSpQF|Freshman|MATH:184|B|Art
sXlQbww8xWKKSpQF|Junior|CW:287|A|Art
sXlQbww8xWKKSpQF|Freshman|RHET:104|B|Art
sXlQbww8xWKKSpQF|Sophomore|EDTL:312|A|Art
sXlQbww8xWKKSpQF|Sophomore|PRNT:261|B|Art
sXlQbww8xWKKSpQF|Sophomore|SPAN:140|D+|Art
sXlQbww8xWKKSpQF|Freshman|CHEM:107|C|Art
sXlQbww8xWKKSpQF|Sophomore|PHTO:241|A|Art
sXlQbww8xWKKSpQF|Junior|GEOG:107|B|Art
sXlQbww8xWKKSpQF|Sophomore|CSI:128|A|Art
sXlQbww8xWKKSpQF|Junior|ARTS:141|A|Art
sXlQbww8xWKKSpQF|Freshman|CEE:103|D+|Art
sXlQbww8xWKKSpQF|Junior|ESL:413|B-|Art
sXlQbww8xWKKSpQF|Freshman|LLS:169|S|Art
sXlQbww8xWKKSpQF|Sophomore|EES:108|B-|Art
sXlQbww8xWKKSpQF|Junior|MUS:102|A+|Art
sXlQbww8xWKKSpQF|Sophomore|AMST:106|C+|Art
sXlQbww8xWKKSpQF|Freshman|CSI:160|S|Art
sXlQbww8xWKKSpQF|Freshman|EES:100|A|Art
sXlQbww8xWKKSpQF|Sophomore|JMC:110|A|Art
sXlQbww8xWKKSpQF|Junior|MSCI:300|B|Art
sXlQbww8xWKKSpQF|Freshman|MATH:100|C|Art
sXlQbww8xWKKSpQF|Sophomore|MSCI:140|A|Art
sXlQbww8xWKKSpQF|Freshman|EDTL:112|A|Art
sXlQbww8xWKKSpQF|Freshman|ECON:110|A|Art
sXlQbww8xWKKSpQF|Junior|HPAS:122|S|Art
sXlQbww8xWKKSpQF|Junior|JMC:230|B|Art
sXlQbww8xWKKSpQF|Freshman|DPA:100|A|Art
